1.59	1.53	0.62	0.29	0.27	0.51	0.60	0.02	0.60
1.61	1.56	0.60	0.30	0.26	0.50	0.60	0.04	0.60
1.85	1.67	0.60	0.31	0.28	0.53	0.70	0.05	0.69
1.61	1.55	0.60	0.29	0.27	0.58	0.65	0.04	0.65
1.77	1.67	0.65	0.30	0.26	0.46	0.63	0.02	0.63
1.64	1.58	0.61	0.30	0.27	0.53	0.64	0.03	0.64
1.84	1.68	0.63	0.31	0.26	0.56	0.71	0.04	0.71
1.71	1.61	0.61	0.30	0.27	0.53	0.65	0.00	0.65
1.80	1.66	0.67	0.29	0.27	0.57	0.73	0.04	0.73
1.94	1.73	0.62	0.30	0.28	0.53	0.71	0.01	0.71
1.97	1.76	0.61	0.30	0.30	0.55	0.74	-0.01	0.74
1.89	1.68	0.64	0.30	0.29	0.62	0.76	0.03	0.76
1.85	1.69	0.66	0.28	0.27	0.58	0.72	-0.07	0.71
1.77	1.59	0.68	0.28	0.27	0.64	0.74	0.05	0.74
2.03	1.94	0.68	0.26	0.26	0.41	0.66	-0.05	0.66
2.24	1.95	0.70	0.28	0.27	0.52	0.80	-0.01	0.80
1.77	1.57	0.65	0.29	0.28	0.78	0.82	0.09	0.82
2.48	2.06	0.75	0.27	0.29	0.55	0.89	-0.01	0.89
2.24	2.06	0.73	0.26	0.30	0.40	0.74	-0.10	0.73
2.40	2.05	0.77	0.27	0.28	0.47	0.81	-0.07	0.81
1.72	1.50	0.71	0.27	0.31	0.87	0.85	0.01	0.85
1.49	1.37	0.67	0.24	0.35	0.87	0.80	-0.04	0.80
1.63	1.43	0.72	0.25	0.33	0.86	0.83	-0.04	0.83
2.58	2.32	0.83	0.24	0.36	0.38	0.83	-0.17	0.81
3.08	2.37	0.93	0.25	0.36	0.57	1.14	-0.02	1.14
1.20	1.36	0.75	0.25	0.32	0.83	0.74	-0.02	0.74
1.68	1.43	0.80	0.24	0.34	0.99	0.93	-0.11	0.93
1.29	1.34	0.78	0.24	0.31	0.84	0.74	-0.06	0.74
2.13	2.16	0.87	0.23	0.36	0.42	0.78	-0.09	0.78
3.31	2.52	0.94	0.25	0.41	0.76	1.44	-0.07	1.44
1.59	1.58	0.83	0.24	0.35	0.87	0.92	-0.07	0.91
2.46	1.88	0.88	0.26	0.35	0.99	1.25	-0.01	1.25

