
5.94	6.09	5.78	1.26	1.49	1.10	2.72	0.32	2.70



6.04	6.16	5.76	1.24	1.50	1.04	2.90	0.32	2.88

5.41	5.30	5.75	1.18	1.33	1.26	2.37	0.12	2.37

5.74	4.98	5.69	1.11	1.26	1.21	2.74	-0.10	2.73



6.39	6.22	5.86	1.28	1.52	1.05	3.37	0.07	3.36

5.78	4.87	5.65	1.09	1.23	1.23	2.81	-0.05	2.81

6.36	6.20	5.81	1.27	1.52	1.05	3.37	0.11	3.37



5.48	4.81	5.69	1.11	1.23	1.22	2.70	-0.15	2.69

5.69	4.84	5.63	1.07	1.22	1.21	2.86	-0.12	2.86

5.97	4.98	5.64	1.08	1.24	1.21	3.07	-0.15	3.06




5.55	5.81	5.84	1.24	1.45	1.19	2.55	0.21	2.54

6.38	6.35	5.90	1.28	1.56	1.06	3.62	0.32	3.60

6.42	6.26	5.92	1.27	1.54	1.07	3.39	0.07	3.39




6.35	5.82	5.92	1.22	1.44	1.18	3.63	-0.12	3.63


6.40	6.29	6.10	1.31	1.56	1.10	3.47	-0.00	3.47

6.31	6.32	6.06	1.31	1.57	1.10	3.43	0.14	3.43




6.35	6.19	5.99	1.28	1.53	1.09	3.76	0.19	3.76

6.08	5.46	5.90	1.19	1.37	1.23	3.42	-0.17	3.42

6.03	5.43	5.88	1.18	1.36	1.24	3.40	-0.16	3.40




6.42	6.34	6.09	1.33	1.57	1.12	4.30	0.51	4.27

6.36	6.31	6.04	1.29	1.55	1.10	3.47	0.16	3.46

6.32	6.32	6.04	1.29	1.57	1.10	3.29	0.11	3.29



6.12	5.53	5.98	1.21	1.38	1.23	3.42	-0.17	3.42

6.07	5.45	5.93	1.20	1.36	1.25	3.41	-0.15	3.40

5.99	5.36	5.88	1.17	1.35	1.26	3.35	-0.16	3.35




6.38	6.36	6.08	1.32	1.57	1.13	3.48	0.05	3.48

6.31	5.74	5.94	1.22	1.42	1.20	3.55	-0.10	3.55

6.27	6.31	6.02	1.29	1.56	1.09	3.32	0.09	3.32




5.99	5.35	5.92	1.18	1.35	1.27	3.32	-0.18	3.32

5.89	5.32	5.90	1.15	1.34	1.23	3.23	-0.15	3.22
5.98	5.39	5.89	1.19	1.35	1.25	3.34	-0.16	3.34
